rgb,dose,CD,day,response,proportion secreting
#6cb33f,Middle dose,CD8,14,IL-2,0.0787948794
#6cb33f,Middle dose,CD8,14,IL-2,0.0281923485
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0130858099
#6cb33f,Middle dose,CD8,14,IL-2,0.0110977406
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.004022765
#6cb33f,Middle dose,CD8,14,IL-2,0.188383595
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0261892352
#6cb33f,Middle dose,CD8,14,IL-2,0.0181150843
#6cb33f,Middle dose,CD8,14,IL-2,0.0100875255
#6cb33f,Middle dose,CD8,14,IL-2,0.0090514498
#6cb33f,Middle dose,CD8,14,IL-2,0.0767722823
#6cb33f,Middle dose,CD8,14,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,14,IL-2,0.0454276709
#6cb33f,Middle dose,CD8,14,IL-2,0.0272316023
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,14,IL-2,0.0060212313
#6cb33f,Middle dose,CD8,14,IL-2,0.0757752683
#6cb33f,Middle dose,CD8,14,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0130858099
#6cb33f,Middle dose,CD8,28,IL-2,0.0100875255
#6cb33f,Middle dose,CD8,28,IL-2,0.0110977406
#6cb33f,Middle dose,CD8,28,IL-2,0.0161134752
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0121031898
#6cb33f,Middle dose,CD8,28,IL-2,0.0201895662
#6cb33f,Middle dose,CD8,28,IL-2,0.07069869
#6cb33f,Middle dose,CD8,28,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0150981995
#6cb33f,Middle dose,CD8,28,IL-2,0.0604797299
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,28,IL-2,0.0242226723
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0362562348
#6cb33f,Middle dose,CD8,28,IL-2,0.0504074404
#6cb33f,Middle dose,CD8,28,IL-2,0.0140866928
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.048477952
#6cb33f,Middle dose,CD8,28,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,28,IL-2,0.004022765
#6cb33f,Middle dose,CD8,28,IL-2,0.0070382826
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0090514498
#6cb33f,Middle dose,CD8,28,IL-2,0.0140866928
#6cb33f,Middle dose,CD8,28,IL-2,0.0030084512
#6cb33f,Middle dose,CD8,28,IL-2,0.0050184559
#6cb33f,Middle dose,CD8,28,IL-2,0.0020099364
#6cb33f,Middle dose,CD8,28,IL-2,0.0070382826
#6cb33f,Middle dose,CD8,28,IL-2,0.019165483
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
#6cb33f,Middle dose,CD8,28,IL-2,0.0010042923
