date,time,done,Day of Week
2020-05-19,11:51,1,Tue
2020-05-20,13:48,1,Wed
2020-05-21,26:07,1,Thu
2020-05-22,26:31,1,Fri
2020-05-23,28:26,1,Sat
2020-05-24,68:01,1,Sun
2020-05-25,10:05,1,Mon
2020-05-26,16:04,1,Tue
2020-05-27,12:02,1,Wed
2020-05-28,33:17,1,Thu
2020-05-29,34:25,1,Fri
2020-05-30,33:52,1,Sat
2020-05-31,52:29,1,Sun
2020-06-01,6:57,1,Mon
2020-06-02,12:15,1,Tue
2020-06-03,15:15,1,Wed
2020-06-04,22:29,1,Thu
2020-06-05,27:09,1,Fri
2020-06-06,40:44,0,Sat
2020-06-07,53:33,1,Sun
2020-06-08,7:41,1,Mon
2020-06-09,12:04,1,Tue
2020-06-10,11:44,1,Wed
2020-06-11,43:04,1,Thu
2020-06-12,16:49,1,Fri
2020-06-13,45:44,0,Sat
2020-06-14,63:42,1,Sun
2020-06-15,11:09,1,Mon
2020-06-16,16:33,0,Tue
2020-06-17,24:18,1,Wed
2020-06-18,32:23,1,Thu
2020-06-19,26:59,1,Fri
2020-06-20,40:26,1,Sat
2020-06-21,45:06,1,Sun
2020-06-22,10:07,1,Mon
2020-06-23,15:45,1,Tue
2020-06-24,19:43,0,Wed
2020-06-25,24:26,1,Thu
2020-06-26,22:03,1,Fri
2020-06-27,40:04,1,Sat
2020-06-28,60:41,1,Sun
2020-06-29,8:38,1,Mon
2020-06-30,19:37,1,Tue
2020-07-01,16:31,1,Wed
2020-07-02,25:08,1,Thu
2020-07-03,23:57,1,Fri
2020-07-04,39:48,1,Sat
2020-07-05,38:54,1,Sun
2020-07-06,7:52,1,Mon
2020-07-07,8:33,1,Tue
2020-07-08,13:00,1,Wed
2020-07-09,15:38,1,Thu
2020-07-10,46:08,1,Fri
2020-07-11,28:32,1,Sat
2020-07-12,41:39,1,Sun
2020-07-13,8:12,1,Mon
2020-07-14,20:31,1,Tue
2020-07-15,22:47,1,Wed
2020-07-16,15:56,1,Thu
2020-07-17,24:19,1,Fri
2020-07-18,23:53,1,Sat
2020-07-19,50:17,1,Sun
2020-07-20,8:51,1,Mon
2020-07-21,10:34,1,Tue
2020-07-22,18:08,1,Wed
2020-07-23,32:43,1,Thu
2020-07-24,15:02,1,Fri
2020-07-25,22:45,1,Sat
2020-07-26,37:05,1,Sun
2020-07-27,11:37,1,Mon
2020-07-28,18:17,1,Tue
2020-07-29,22:40,1,Wed
2020-07-30,12:49,1,Thu
2020-07-31,28:25,1,Fri
2020-08-01,27:37,1,Sat
2020-08-02,54:27,1,Sun
2020-08-03,9:30,1,Mon
2020-08-04,21:14,1,Tue
2020-08-05,15:54,1,Wed
2020-08-06,27:54,1,Thu
2020-08-07,32:46,1,Fri
2020-08-08,28:56,1,Sat
2020-08-09,53:13,1,Sun
2020-08-10,9:32,1,Mon
2020-08-11,12:18,1,Tue
2020-08-12,15:52,1,Wed
2020-08-13,23:21,1,Thu
2020-08-14,44:50,0,Fri
2020-08-15,43:57,1,Sat
2020-08-16,44:39,1,Sun
2020-08-17,8:40,1,Mon
2020-08-18,7:38,1,Tue
2020-08-19,14:02,1,Wed
2020-08-20,21:55,1,Thu
2020-08-21,21:39,1,Fri
2020-08-22,48:48,1,Sat
2020-08-23,36:30,1,Sun
2020-08-24,7:43,1,Mon
2020-08-25,13:28,1,Tue
2020-08-26,16:20,1,Wed
2020-08-27,46:28,0,Thu
2020-08-28,38:31,1,Fri
2020-08-29,30:11,1,Sat
2020-08-30,41:53,1,Sun
2020-08-31,9:58,1,Mon
2020-09-01,9:37,1,Tue
2020-09-02,15:17,1,Wed
2020-09-03,19:39,1,Thu
2020-09-04,48:24,1,Fri
2020-09-05,32:55,1,Sat
2020-09-06,53:38,1,Sun
2020-09-07,12:14,1,Mon
2020-09-08,13:28,1,Tue
2020-09-09,15:32,1,Wed
2020-09-10,25:14,1,Thu
2020-09-11,20:01,1,Fri
2020-09-12,47:09,1,Sat
2020-09-13,42:35,1,Sun
2020-09-14,7:18,1,Mon
2020-09-15,10:47,1,Tue
2020-09-16,17:58,1,Wed
2020-09-17,19:03,1,Thu
2020-09-18,24:22,1,Fri
2020-09-19,24:50,1,Sat
2020-09-20,36:52,1,Sun
2020-09-21,8:27,1,Mon
2020-09-22,10:56,1,Tue
2020-09-23,14:37,1,Wed
2020-09-24,16:25,1,Thu
2020-09-25,26:17,1,Fri
2020-09-26,26:26,1,Sat
2020-09-27,45:28,1,Sun
2020-09-28,10:01,1,Mon
2020-09-29,10:44,1,Tue
2020-09-30,22:31,1,Wed
2020-10-01,30:43,1,Thu
2020-10-02,20:32,1,Fri
2020-10-03,30:58,1,Sat
2020-10-04,40:20,1,Sun
2020-10-05,8:30,1,Mon
2020-10-06,12:50,1,Tue
2020-10-07,10:42,1,Wed
2020-10-08,25:17,1,Thu
2020-10-09,19:44,1,Fri
2020-10-10,38:39,1,Sat
2020-10-11,34:43,1,Sun
2020-10-12,13:15,1,Mon
2020-10-13,11:42,1,Tue
2020-10-14,23:51,1,Wed
2020-10-15,19:08,1,Thu
2020-10-16,20:04,1,Fri
2020-10-17,21:12,1,Sat
2020-10-18,45:51,1,Sun
2020-10-19,9:47,1,Mon
2020-10-20,11:34,1,Tue
2020-10-21,19:40,1,Wed
2020-10-22,32:08,1,Thu
2020-10-23,28:53,1,Fri
2020-10-24,34:10,1,Sat
2020-10-25,59:29,1,Sun
2020-10-26,12:51,1,Mon
2020-10-27,8:36,1,Tue
2020-10-28,54:49,1,Wed
2020-10-29,18:08,1,Thu
2020-10-30,48:01,1,Fri
2020-10-31,46:34,1,Sat
2020-11-01,40:50,1,Sun
2020-11-02,8:22,1,Mon
2020-11-03,13:02,1,Tue
2020-11-04,17:19,1,Wed
2020-11-05,29:08,1,Thu
2020-11-06,26:11,1,Fri
2020-11-07,30:20,1,Sat
2020-11-08,51:18,1,Sun
2020-11-09,9:40,1,Mon
2020-11-10,10:00,1,Tue
2020-11-11,15:18,1,Wed
2020-11-12,22:58,1,Thu
2020-11-13,27:55,1,Fri
2020-11-14,32:44,1,Sat
2020-11-15,41:12,1,Sun
2020-11-16,14:46,1,Mon
2020-11-17,11:10,1,Tue
2020-11-18,13:54,1,Wed
2020-11-19,27:42,1,Thu
2020-11-20,25:38,1,Fri
2020-11-21,44:39,1,Sat
2020-11-22,52:39,1,Sun
2020-11-23,9:10,1,Mon
2020-11-24,9:22,1,Tue
2020-11-25,12:58,1,Wed
2020-11-26,25:02,1,Thu
2020-11-27,14:42,1,Fri
2020-11-28,16:43,1,Sat
2020-11-29,49:09,1,Sun
2020-11-30,7:28,1,Mon
2020-12-01,11:21,1,Tue
2020-12-02,15:06,1,Wed
2020-12-03,20:12,1,Thu
2020-12-04,24:55,1,Fri
2020-12-05,33:04,1,Sat
2020-12-06,42:00,1,Sun
2020-12-07,8:48,1,Mon
2020-12-08,12:28,1,Tue
2020-12-09,12:02,1,Wed
2020-12-10,20:08,1,Thu
2020-12-11,18:21,1,Fri
2020-12-12,56:57,1,Sat
2020-12-13,34:59,1,Sun
2020-12-14,11:05,1,Mon
2020-12-15,10:28,1,Tue
2020-12-16,12:27,1,Wed
2020-12-17,27:36,1,Thu
2020-12-18,33:46,1,Fri
2020-12-19,24:44,1,Sat
2020-12-20,53:48,1,Sun
2020-12-21,8:56,1,Mon
2020-12-22,12:03,1,Tue
2020-12-23,24:27,1,Wed
2020-12-24,23:36,1,Thu
2020-12-25,21:07,1,Fri
2020-12-26,26:40,1,Sat
2020-12-27,37:04,1,Sun
2020-12-28,11:44,1,Mon
2020-12-29,11:57,1,Tue
2020-12-30,8:34,1,Wed
2020-12-31,18:03,1,Thu
2021-01-01,22:36,1,Fri
2021-01-02,35:56,1,Sat
2021-01-03,36:23,1,Sun
2021-01-04,8:28,1,Mon
2021-01-05,12:37,1,Tue
2021-01-06,13:48,1,Wed
2021-01-07,16:45,1,Thu
2021-01-08,30:49,1,Fri
2021-01-09,39:19,1,Sat
2021-01-10,36:06,1,Sun
2021-01-11,8:22,1,Mon
2021-01-12,13:34,1,Tue
2021-01-13,16:20,1,Wed
2021-01-14,24:28,1,Thu
2021-01-15,19:52,1,Fri
2021-01-16,31:48,1,Sat
2021-01-17,48:41,1,Sun
2021-01-18,12:22,1,Mon
2021-01-19,11:26,1,Tue
2021-01-20,16:46,1,Wed
2021-01-21,31:14,1,Thu
2021-01-22,32:37,1,Fri
2021-01-23,15:13,0,Sat
2021-01-24,47:52,1,Sun
2021-01-25,13:34,1,Mon
2021-01-26,11:58,1,Tue
2021-01-27,14:24,1,Wed
2021-01-28,28:26,1,Thu
2021-01-29,22:48,1,Fri
2021-01-30,39:34,1,Sat
2021-01-31,39:10,1,Sun
2021-02-01,10:32,1,Mon
2021-02-02,12:02,1,Tue
2021-02-03,11:00,1,Wed
2021-02-04,17:05,1,Thu
2021-02-05,21:03,1,Fri
2021-02-06,36:52,1,Sat
2021-02-07,35:41,1,Sun
2021-02-08,9:48,1,Mon
2021-02-09,12:42,1,Tue
2021-02-10,11:23,1,Wed
2021-02-11,22:19,1,Thu
2021-02-12,24:59,1,Fri
2021-02-13,25:42,1,Sat
2021-02-14,64:12,1,Sun
2021-02-15,10:51,1,Mon
2021-02-16,19:16,1,Tue
2021-02-17,16:40,1,Wed
2021-02-18,19:36,1,Thu
2021-02-19,35:36,1,Fri
2021-02-20,34:59,1,Sat
2021-02-21,40:46,1,Sun
2021-02-22,13:46,1,Mon
2021-02-23,8:45,1,Tue
2021-02-24,18:56,1,Wed
2021-02-25,18:48,1,Thu
2021-02-26,30:35,1,Fri
2021-02-27,25:47,1,Sat
2021-02-28,45:59,1,Sun
2021-03-01,10:03,1,Mon
2021-03-02,12:13,1,Tue
2021-03-03,12:50,1,Wed
2021-03-04,24:53,1,Thu
2021-03-05,42:14,1,Fri
2021-03-06,23:07,1,Sat
2021-03-07,39:30,1,Sun
2021-03-08,8:28,1,Mon
2021-03-09,13:39,1,Tue
2021-03-10,21:23,1,Wed
2021-03-11,20:08,1,Thu
2021-03-12,18:57,1,Fri
2021-03-13,34:34,1,Sat
2021-03-14,40:51,1,Sun
2021-03-15,9:06,1,Mon
2021-03-16,12:33,1,Tue
2021-03-17,14:57,1,Wed
2021-03-18,21:44,1,Thu
2021-03-19,53:15,1,Fri
2021-03-20,37:01,1,Sat
2021-03-21,41:33,1,Sun
2021-03-22,9:26,1,Mon
2021-03-23,13:30,1,Tue
2021-03-24,18:31,1,Wed
2021-03-25,21:24,1,Thu
2021-03-26,21:59,1,Fri
2021-03-27,23:07,1,Sat
2021-03-28,41:09,1,Sun
2021-03-29,8:42,1,Mon
2021-03-30,15:56,1,Tue
2021-03-31,14:10,1,Wed
2021-04-01,32:56,1,Thu
2021-04-02,30:31,1,Fri
2021-04-03,39:07,1,Sat
2021-04-04,49:35,1,Sun
2021-04-05,7:32,1,Mon
2021-04-06,16:00,1,Tue
2021-04-07,12:12,1,Wed
2021-04-08,20:57,1,Thu
2021-04-09,22:02,1,Fri
2021-04-10,45:35,1,Sat
2021-04-11,48:35,1,Sun
2021-04-12,6:45,1,Mon
2021-04-13,12:41,1,Tue
2021-04-14,14:04,1,Wed
2021-04-15,15:09,1,Thu
2021-04-16,26:16,1,Fri
2021-04-17,16:33,1,Sat
2021-04-18,42:58,1,Sun
2021-04-19,7:30,1,Mon
2021-04-20,10:54,1,Tue
2021-04-21,16:53,0,Wed
2021-04-22,21:46,1,Thu
2021-04-23,20:01,1,Fri
2021-04-24,21:58,1,Sat
2021-04-25,42:28,1,Sun
2021-04-26,8:17,1,Mon
2021-04-27,10:45,1,Tue
2021-04-28,13:03,1,Wed
2021-04-29,49:04,1,Thu
2021-04-30,19:16,1,Fri
2021-05-01,30:23,1,Sat
2021-05-02,34:09,1,Sun
2021-05-03,10:58,1,Mon
2021-05-04,8:06,1,Tue
2021-05-05,13:48,1,Wed
2021-05-06,23:02,1,Thu
2021-05-07,20:23,1,Fri
2021-05-08,19:35,1,Sat
2021-05-09,37:05,1,Sun
2021-05-10,6:55,1,Mon
2021-05-11,12:29,1,Tue
2021-05-12,18:00,1,Wed
2021-05-13,14:00,1,Thu
2021-05-14,21:54,1,Fri
2021-05-15,31:47,1,Sat
2021-05-16,50:35,1,Sun
2021-05-17,7:36,1,Mon
2021-05-18,10:18,1,Tue
2021-05-19,14:42,1,Wed
2021-05-20,24:45,1,Thu
2021-05-21,36:09,1,Fri
2021-05-22,33:05,1,Sat
2021-05-23,37:57,1,Sun
2021-05-24,6:58,1,Mon
2021-05-25,13:04,1,Tue
2021-05-26,9:35,1,Wed
2021-05-27,23:25,1,Thu
2021-05-28,36:27,1,Fri
2021-05-29,38:49,0,Sat
2021-05-30,41:07,1,Sun
2021-05-31,6:12,1,Mon
2021-06-01,11:29,1,Tue
2021-06-02,13:15,1,Wed
2021-06-03,18:05,1,Thu
2021-06-04,42:14,1,Fri
2021-06-05,26:32,1,Sat
2021-06-06,37:17,1,Sun
2021-06-07,11:42,1,Mon
2021-06-08,11:48,1,Tue
2021-06-09,11:08,1,Wed
2021-06-10,11:59,1,Thu
2021-06-11,20:02,1,Fri
2021-06-12,25:36,1,Sat
2021-06-13,51:00,1,Sun
2021-06-14,7:13,1,Mon
2021-06-15,9:24,1,Tue
2021-06-16,19:17,1,Wed
2021-06-17,20:26,1,Thu
2021-06-18,41:27,1,Fri
2021-06-19,30:45,1,Sat
2021-06-20,35:18,1,Sun
2021-06-21,6:18,1,Mon
2021-06-22,11:16,1,Tue
2021-06-23,17:35,1,Wed
2021-06-24,21:53,1,Thu
2021-06-25,20:47,1,Fri
2021-06-26,38:54,1,Sat
2021-06-27,35:46,1,Sun
2021-06-28,8:52,1,Mon
2021-06-29,14:35,1,Tue
2021-06-30,16:19,1,Wed
2021-07-01,17:38,1,Thu
2021-07-02,13:57,1,Fri
2021-07-03,38:26,1,Sat
2021-07-04,33:10,1,Sun
2021-07-05,8:26,1,Mon
2021-07-06,,1,Tue
2021-07-07,13:48,1,Wed
2021-07-08,23:05,0,Thu
2021-07-09,21:09,1,Fri
2021-07-10,33:03,1,Sat
2021-07-11,32:53,1,Sun
2021-07-12,10:54,1,Mon
2021-07-13,15:37,1,Tue
2021-07-14,13:42,1,Wed
2021-07-15,23:40,1,Thu
2021-07-16,33:04,0,Fri
2021-07-17,37:58,0,Sat
2021-07-18,34:01,1,Sun
2021-07-19,9:02,1,Mon
2021-07-20,12:28,1,Tue
2021-07-21,11:26,1,Wed
2021-07-22,17:03,1,Thu
2021-07-23,34:13,0,Fri
2021-07-24,31:42,0,Sat
2021-07-25,0:17,0,Sun
2021-07-26,6:50,1,Mon
2021-07-27,9:17,1,Tue
2021-07-28,20:10,1,Wed
2021-07-29,20:42,0,Thu
2021-07-30,27:21,1,Fri
2021-07-31,34:30,0,Sat
2021-08-01,49:37,0,Sun
2021-08-02,6:54,1,Mon
2021-08-03,11:30,1,Tue
2021-08-04,15:47,1,Wed
2021-08-05,18:51,1,Thu
2021-08-06,23:25,1,Fri
2021-08-07,34:35,1,Sat
2021-08-08,29:34,1,Sun
2021-08-09,9:17,1,Mon
2021-08-10,11:03,1,Tue
2021-08-11,16:24,1,Wed
2021-08-12,27:10,0,Thu
2021-08-13,35:58,1,Fri
2021-08-14,63:47,1,Sat
2021-08-15,45:27,0,Sun
2021-08-16,8:26,1,Mon
2021-08-17,11:43,1,Tue
2021-08-18,12:51,1,Wed
2021-08-19,23:59,1,Thu
2021-08-20,31:18,1,Fri
2021-08-21,25:54,1,Sat
2021-08-22,48:16,1,Sun
2021-08-23,8:12,1,Mon
2021-08-24,15:02,1,Tue
2021-08-25,15:26,1,Wed
2021-08-26,18:49,1,Thu
2021-08-27,17:18,1,Fri
2021-08-28,51:48,1,Sat
2021-08-29,32:13,1,Sun
2021-08-30,10:26,1,Mon
2021-08-31,9:11,1,Tue
2021-09-01,16:34,1,Wed
2021-09-02,30:50,1,Thu
2021-09-03,37:38,0,Fri
2021-09-04,37:15,0,Sat
2021-09-05,59:40,1,Sun
2021-09-06,8:58,1,Mon
2021-09-07,9:53,1,Tue
2021-09-08,12:01,1,Wed
2021-09-09,24:43,1,Thu
2021-09-10,19:48,1,Fri
2021-09-11,29:13,0,Sat
2021-09-12,37:31,1,Sun
2021-09-13,7:26,1,Mon
2021-09-14,12:56,1,Tue
2021-09-15,14:06,1,Wed
2021-09-16,19:07,1,Thu
2021-09-17,18:50,1,Fri
2021-09-18,0:21,0,Sat
2021-09-19,43:38,1,Sun
2021-09-20,9:00,1,Mon
2021-09-21,15:50,0,Tue
2021-09-22,9:40,1,Wed
2021-09-23,28:19,1,Thu
2021-09-24,22:03,1,Fri
2021-09-25,31:34,0,Sat
2021-09-26,36:55,1,Sun
2021-09-27,10:15,1,Mon
2021-09-28,15:30,1,Tue
2021-09-29,13:04,1,Wed
2021-09-30,21:33,0,Thu
2021-10-01,24:12,0,Fri
2021-10-02,23:55,1,Sat
2021-10-03,38:46,0,Sun
2021-10-04,7:42,1,Mon
2021-10-05,7:45,1,Tue
2021-10-06,21:05,1,Wed
2021-10-07,27:22,1,Thu
2021-10-08,18:16,1,Fri
2021-10-09,34:33,0,Sat
2021-10-10,48:38,0,Sun
2021-10-11,8:27,1,Mon
2021-10-12,10:51,1,Tue
2021-10-13,17:09,0,Wed
2021-10-14,18:17,1,Thu
2021-10-15,19:31,1,Fri
2021-10-16,24:54,1,Sat
2021-10-17,40:54,0,Sun
2021-10-18,10:00,1,Mon
2021-10-19,11:20,1,Tue
2021-10-20,16:43,0,Wed
2021-10-21,25:50,1,Thu
2021-10-22,12:50,1,Fri
2021-10-23,30:26,1,Sat
2021-10-24,31:54,1,Sun
2021-10-25,10:07,1,Mon
2021-10-26,0:00,0,Tue
2021-10-27,10:11,1,Wed
2021-10-28,20:12,1,Thu
2021-10-29,16:55,1,Fri
2021-10-30,21:22,1,Sat
2021-10-31,60:00,0,Sun
2021-11-01,8:30,1,Mon
2021-11-02,10:58,1,Tue
2021-11-03,11:26,1,Wed
2021-11-04,24:50,1,Thu
2021-11-05,27:30,1,Fri
2021-11-06,45:32,0,Sat
2021-11-07,40:26,1,Sun
2021-11-08,6:23,1,Mon
2021-11-09,14:05,1,Tue
2021-11-10,14:55,1,Wed
2021-11-11,28:33,0,Thu
2021-11-12,32:10,0,Fri
2021-11-13,33:25,0,Sat
2021-11-14,30:54,0,Sun
2021-11-15,9:29,1,Mon
2021-11-16,13:27,1,Tue
2021-11-17,16:34,1,Wed
2021-11-18,14:53,1,Thu
2021-11-19,15:24,1,Fri
2021-11-20,33:55,1,Sat
2021-11-21,70:07,0,Sun
2021-11-22,10:45,1,Mon
2021-11-23,9:39,1,Tue
2021-11-24,19:03,1,Wed
2021-11-25,15:32,0,Thu
2021-11-26,21:44,0,Fri
2021-11-27,26:55,1,Sat
2021-11-28,54:34,1,Sun
2021-11-29,8:11,1,Mon
2021-11-30,14:47,1,Tue
2021-12-01,15:12,1,Wed
2021-12-02,22:29,1,Thu
2021-12-03,38:54,1,Fri
2021-12-04,22:36,1,Sat
2021-12-05,31:09,0,Sun
2021-12-06,11:58,1,Mon
2021-12-07,10:32,1,Tue
2021-12-08,12:57,1,Wed
2021-12-09,14:09,1,Thu
2021-12-10,35:50,0,Fri
2021-12-11,23:41,1,Sat
2021-12-12,43:43,0,Sun
2021-12-13,8:35,1,Mon
2021-12-14,8:14,1,Tue
2021-12-15,12:43,1,Wed
2021-12-16,29:27,0,Thu
2021-12-17,25:51,0,Fri
2021-12-18,28:39,0,Sat
2021-12-19,46:29,0,Sun
2021-12-20,7:03,1,Mon
2021-12-21,11:39,1,Tue
2021-12-22,17:32,1,Wed
2021-12-23,22:58,1,Thu
2021-12-24,39:55,1,Fri
2021-12-25,37:11,1,Sat
2021-12-26,50:55,1,Sun
2021-12-27,11:58,1,Mon
2021-12-28,18:24,1,Tue
2021-12-29,22:11,1,Wed
2021-12-30,15:39,1,Thu
2021-12-31,39:59,1,Fri
2022-01-01,45:59,0,Sat
2022-01-02,42:18,0,Sun
2022-01-03,7:31,1,Mon
2022-01-04,11:45,1,Tue
2022-01-05,12:28,1,Wed
2022-01-06,15:21,1,Thu
2022-01-07,28:02,1,Fri
2022-01-08,16:14,1,Sat
2022-01-09,41:39,1,Sun
2022-01-10,7:30,1,Mon
2022-01-11,11:37,1,Tue
2022-01-12,11:03,1,Wed
2022-01-13,20:43,1,Thu
2022-01-14,23:18,1,Fri
2022-01-15,23:46,1,Sat
2022-01-16,37:29,1,Sun
2022-01-17,10:04,1,Mon
2022-01-18,11:21,1,Tue
2022-01-19,12:47,1,Wed
2022-01-20,18:43,1,Thu
2022-01-21,30:00,1,Fri
2022-01-22,29:38,1,Sat
2022-01-23,35:33,1,Sun
2022-01-24,7:05,1,Mon
2022-01-25,13:51,1,Tue
2022-01-26,9:28,1,Wed
2022-01-27,23:26,1,Thu
2022-01-28,20:40,1,Fri
2022-01-29,41:14,1,Sat
2022-01-30,53:28,1,Sun
2022-01-31,8:14,1,Mon
2022-02-01,9:20,1,Tue
2022-02-02,13:37,1,Wed
2022-02-03,27:23,1,Thu
2022-02-04,23:00,1,Fri
2022-02-05,36:21,1,Sat
2022-02-06,48:37,1,Sun
2022-02-07,8:12,1,Mon
2022-02-08,13:54,1,Tue
2022-02-09,11:55,1,Wed
2022-02-10,20:41,1,Thu
2022-02-11,28:03,1,Fri
2022-02-12,46:24,0,Sat
2022-02-13,42:58,0,Sun
2022-02-14,6:54,1,Mon
2022-02-15,10:01,1,Tue
2022-02-16,13:27,1,Wed
2022-02-17,27:01,1,Thu
2022-02-18,20:20,1,Fri
2022-02-19,31:22,0,Sat
2022-02-20,40:24,0,Sun
2022-02-21,10:20,1,Mon
2022-02-22,10:36,1,Tue
2022-02-23,17:18,1,Wed
2022-02-24,14:44,1,Thu
2022-02-25,22:15,1,Fri
2022-02-26,23:11,1,Sat
2022-02-27,40:26,1,Sun
2022-02-28,6:55,1,Mon
2022-03-01,8:30,1,Tue
